"course_title","is_paid_True","is_paid_False","price","num_subscribers","num_reviews","num_lectures","level_All Levels","level_Beginner Level","level_Intermediate Level","level_Expert Level","content_duration","subject_Business Finance","subject_Graphic Design","subject_Musical Instruments","subject_Web Development"
"Learn Financial Modeling from Scratch - Part 3",1,0,50,2,0,22,1,0,0,0,2,1,0,0,0
"A Practical Guide to Wealth Creation",1,0,35,6,0,7,1,0,0,0,1,1,0,0,0
"'Geometry Of Chance strategy of defeating the roulette.""",1,0,30,2,1,10,0,0,1,0,1.5,1,0,0,0
"Trading Algorítmico en Forex: Crea tu primer Robot de Forex!",1,0,170,206,39,39,1,0,0,0,6.5,1,0,0,0
"MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4",1,0,20,313,14,25,0,1,0,0,1,1,0,0,0
"Introducción a la contabilidad",1,0,20,193,19,14,0,1,0,0,1,1,0,0,0
"Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern",1,0,30,66,16,11,0,1,0,0,1,1,0,0,0
"Contabilidad Gubernamental en México",1,0,30,270,22,24,1,0,0,0,3.5,1,0,0,0
"株式投資に必要なスキルの学習手順を学ぶ",1,0,20,139,36,29,0,1,0,0,2,1,0,0,0
"Formação de preços em serviços",1,0,35,77,5,28,0,0,1,0,2,1,0,0,0
"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",1,0,195,225,41,33,1,0,0,0,5,1,0,0,0
"Торговля дельта-нейтральными стренглами",1,0,150,23,6,25,1,0,0,0,1.5,1,0,0,0
"Guía práctica para comprar acciones en la Bolsa de USA",0,1,0,4876,210,36,0,0,1,0,4.5,1,0,0,0
"Contabilidad Financiera: Conoce el Lenguaje de los Negocios.",1,0,20,244,13,21,0,1,0,0,2.5,1,0,0,0
"Curso de Day Trader para Iniciantes",0,1,0,1278,200,13,0,1,0,0,1.5,1,0,0,0
"Curso de Iniciación al Trading",1,0,85,31,5,40,1,0,0,0,10.5,1,0,0,0
"Complete GST Course For Small and Medium Enterprises",1,0,75,8,0,45,0,1,0,0,6,1,0,0,0
"3 documentos clave para administrar tu empresa con éxito",1,0,45,40,6,18,0,0,1,0,1,1,0,0,0
"Forex/Opciones Binarias para Principiantes",1,0,25,9,5,9,0,1,0,0,2,1,0,0,0
"15 Mandamientos para ganar dinero en Bolsa",1,0,20,45,2,49,1,0,0,0,8.5,1,0,0,0
"Le bitcoin et la blockchain",1,0,80,13,3,12,1,0,0,0,0.733333333333333,1,0,0,0
"Contabilità Generale",1,0,200,4,1,40,1,0,0,0,8.5,1,0,0,0
"Торговля опционами: Как заработать на волатильности",1,0,150,20,5,29,1,0,0,0,2,1,0,0,0
"Estrategias de Inversión aplicadas al mundo del trading",1,0,20,9,2,25,1,0,0,0,3,1,0,0,0
"バイナリーオプション取引",1,0,85,29,3,24,1,0,0,0,0.65,1,0,0,0
"Caza los Enormes Movimientos del Mercado",1,0,20,6,2,13,1,0,0,0,1.5,1,0,0,0
"Le basi del trading online",1,0,45,7,1,27,0,1,0,0,3.5,1,0,0,0
"自分に合った投資信託を見つけよう！",1,0,25,859,49,23,0,1,0,0,2,1,0,0,0
"Monatlich Geld anlegen für später!",1,0,30,5983,135,7,0,1,0,0,0.616666666666667,1,0,0,0
"Invierte en la Bolsa Mexicana y de USA",1,0,200,1673,547,40,0,1,0,0,5.5,1,0,0,0
"Gestão Financeira Para Pequenas e Médias Empresas",1,0,115,1284,230,45,1,0,0,0,4.5,1,0,0,0
"Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin",1,0,30,394,109,73,1,0,0,0,5.5,1,0,0,0
"Tudo sobre Investimentos em Renda Fixa",1,0,45,689,145,16,1,0,0,0,2,1,0,0,0
"Aprende a invertir sin capital",1,0,130,649,37,29,0,1,0,0,1.5,1,0,0,0
"Apprendre à trader sur le marché du Forex - guide complet",1,0,140,187,47,38,0,1,0,0,3,1,0,0,0
"Introducción a las Finanzas",1,0,30,1798,40,15,0,1,0,0,1.5,1,0,0,0
"Finanzielle Unabhängigkeit-1: Erste Schritte zur Million",1,0,20,465,51,28,0,1,0,0,1,1,0,0,0
"Forex para Principiantes-Ejemplos en VIVO de Trading Real",1,0,140,813,94,52,0,1,0,0,5,1,0,0,0
"Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien",1,0,20,326,23,14,0,0,0,1,1,1,0,0,0
"Introduction to Health Financing",1,0,85,26,1,17,0,1,0,0,2,1,0,0,0
"Accounting Cycle: Learn the concepts in 60 minutes",1,0,20,26,3,14,1,0,0,0,1,1,0,0,0
"Optimize! Make Best Decisions with Microsoft Excel",1,0,20,28,3,14,0,0,0,1,1,1,0,0,0
"Understanding The Stock Market: For Beginners",1,0,25,122,2,36,0,1,0,0,7.5,1,0,0,0
"CFA® Level 1 2014 – FI",1,0,40,149,0,49,1,0,0,0,4.5,1,0,0,0
"9. Sinking Funds",1,0,20,205,1,5,1,0,0,0,1,1,0,0,0
"Managerial Accounting - The Ultimate Beginner Course!",1,0,100,11,0,121,0,1,0,0,11,1,0,0,0
"Forex Trading for Beginners Vol 1:A Forex Course Made Simple",1,0,175,3,0,27,0,1,0,0,1,1,0,0,0
"Accounting - Basic Costing ",1,0,40,108,2,37,0,1,0,0,3.5,1,0,0,0
"Double Your Salary With Free, Local, Job Training Courses",1,0,20,8,1,8,1,0,0,0,1,1,0,0,0
"Financial Modeling - Facebook Case Study",1,0,25,9,3,13,1,0,0,0,1.5,1,0,0,0
"Understanding Financial Derivatives",1,0,20,16,1,11,0,0,1,0,2,1,0,0,0
"Forex Basics: Learn how to read and analyze Forex charts",1,0,195,11,0,45,0,1,0,0,4.5,1,0,0,0
"Forex - Help I cant Trade",1,0,200,12,0,20,1,0,0,0,2,1,0,0,0
"Start-up financial modeling for non-finance professionals",1,0,20,11,0,19,1,0,0,0,4,1,0,0,0
"The Fast Route to a Faster Financial Close",1,0,50,2,0,8,0,0,1,0,1.5,1,0,0,0
"Easy Finance For Startups",1,0,50,9,4,6,0,1,0,0,0.666666666666667,1,0,0,0
"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",1,0,35,15,1,12,1,0,0,0,1,1,0,0,0
"Depreciation, Amortization and Depletion",1,0,25,7,1,13,0,0,1,0,1,1,0,0,0
"Breakeven Analysis and Pricing",1,0,20,27,2,10,1,0,0,0,1,1,0,0,0
"Tally ERP Complete Training in Urdu / Hindi",1,0,30,5,2,51,1,0,0,0,5,1,0,0,0
"Accounting Simplified",1,0,30,3,0,41,1,0,0,0,8.5,1,0,0,0
"Series 7: Intermediate Options",1,0,55,5,0,11,0,0,1,0,1,1,0,0,0
"Accounting and Business Basics",1,0,200,5,0,10,1,0,0,0,2,1,0,0,0
"Corso introduttivo al trading profittevole",1,0,20,132,9,9,0,1,0,0,1,1,0,0,0
"Aprende a Ganar Dinero en la Bolsa",1,0,30,112,16,42,1,0,0,0,4,1,0,0,0
"Inversión: Fundamentos del Trading para Principiantes",1,0,125,285,6,18,0,1,0,0,1.5,1,0,0,0
"Gana en la Bolsa con Análisis Técnico",1,0,25,91,11,35,0,1,0,0,8.5,1,0,0,0
"Precificação - Calculando valor de venda baseado nos custos",1,0,35,32,3,46,1,0,0,0,3,1,0,0,0
"Cómo ganar dinero invirtiendo en bolsa",0,1,0,2740,306,10,0,1,0,0,2,1,0,0,0
"Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben",1,0,20,59,11,7,1,0,0,0,1.5,1,0,0,0
"Investimento em Ações",1,0,20,16,4,27,0,1,0,0,4.5,1,0,0,0
"Excelを使ってビジネスシミュレーション：基礎編",1,0,85,22,5,47,0,1,0,0,5,1,0,0,0
"Estrategias de trading en bolsa",1,0,25,15,2,14,1,0,0,0,2,1,0,0,0
"Grundlagen der finanziellen Unabhängigkeit",0,1,0,1059,96,9,1,0,0,0,1.5,1,0,0,0
"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",1,0,70,187,3,53,1,0,0,0,7,1,0,0,0
"Corporate Ethics",1,0,100,0,0,13,0,1,0,0,3.5,1,0,0,0
"CFA Level 2- Quantitative Methods",1,0,40,0,0,35,1,0,0,0,5.5,1,0,0,0
"Core Financial Statement Concepts",1,0,50,0,0,9,0,0,1,0,1.5,1,0,0,0
"Understand Core Finance Principles in 60 Minutes",1,0,75,0,0,13,0,1,0,0,2.5,1,0,0,0
"Learn Wave accounting to maintain books properly",0,1,0,1089,50,27,1,0,0,0,3,1,0,0,0
"Making Tax Digital - UK HMRC Legislation Explained",0,1,0,743,0,7,1,0,0,0,1,1,0,0,0
"Surviving Introduction to Finance",0,1,0,1362,7,13,0,1,0,0,3,1,0,0,0
"Cost of Capital and Weighted Average Cost of Capital",0,1,0,405,3,22,1,0,0,0,1,1,0,0,0
"Studying the CFA Program exams (Mandarin language version)",0,1,0,1168,9,5,1,0,0,0,0.666666666666667,1,0,0,0
"Condor Broken Wing Butterfly Options Trading Course System",0,1,0,16,0,15,1,0,0,0,1.5,1,0,0,0
"≪虎の巻≫証券取引の「税金のお悩み」解消",1,0,25,3840,296,33,0,0,1,0,1.5,1,0,0,0
"【１日でマスター！】今日からはじめる資産形成",1,0,20,7183,819,14,0,1,0,0,1,1,0,0,0
"TRADING FOR A LIVING: Trading Full-Time Transition Guide",1,0,195,483,10,40,0,0,1,0,3.5,1,0,0,0
"Learn How To use Channels to find amazing Forex Entries",1,0,45,172,48,15,1,0,0,0,1,1,0,0,0
"Financial Analysis, from Scratch to Professional!",1,0,65,256,29,39,0,1,0,0,3.5,1,0,0,0
"Cost Accounting Labour Costing (Professional Course Level)",1,0,20,1542,1,24,1,0,0,0,2,1,0,0,0
"Learn How To Successfully Trade Forex: In 5 Simple Steps",1,0,95,64,7,44,1,0,0,0,8.5,1,0,0,0
"The Intelligent Investor",1,0,30,384,40,44,1,0,0,0,10.5,1,0,0,0
"Succeed in Futures Even if You Don't Know Where to Start",0,1,0,3014,19,15,1,0,0,0,1,1,0,0,0
"Binary Options Beginners Guide : Nadex",1,0,40,454,52,39,0,1,0,0,2,1,0,0,0
"Trading: From Wall Street to Your Street",1,0,50,312,24,37,0,0,1,0,5.5,1,0,0,0
"Build your own Naked Trading Forex Robot",1,0,40,315,28,19,1,0,0,0,2,1,0,0,0
"Tax Preparation: Learn Fast! Prepare Taxes with Confidence!",1,0,200,609,32,33,1,0,0,0,2.5,1,0,0,0
"Tax Strategies of the Wealthy",1,0,195,207,19,11,0,1,0,0,1.5,1,0,0,0
"The Ultimate Fibonacci Trading Plan for Forex and Stocks",1,0,200,399,15,15,1,0,0,0,1,1,0,0,0
"Finance and Accounting for Startups",1,0,50,1175,92,75,1,0,0,0,12.5,1,0,0,0
"Forex - Calculate Lot Size Like Pro",1,0,20,543,14,11,1,0,0,0,0.6,1,0,0,0
"The Complete Forex Trader",1,0,25,1634,142,46,1,0,0,0,7,1,0,0,0
"Tape Reading: Learn how to read the tape for day trading",1,0,195,1013,128,32,1,0,0,0,14,1,0,0,0
"4 Easy Daily Forex Trades: A Recipe for Trading Success",1,0,200,319,19,12,1,0,0,0,1,1,0,0,0
"Trading Robot Forex Programs in Your Sleep in Live Examples!",1,0,200,1125,11,18,0,0,0,1,1.5,1,0,0,0
"Free Options 101 - Basic of Call and Put Options in 1 Hours",0,1,0,2481,71,26,1,0,0,0,1.5,1,0,0,0
"An Intro into Trading the Financial Markets",1,0,100,1006,14,17,0,1,0,0,1.5,1,0,0,0
"Developing A Trading Strategy: Your Guide to Trading Success",1,0,20,1044,8,16,1,0,0,0,2,1,0,0,0
"How to Trade Commodity and Financial Futures for a Living!",1,0,200,1240,17,20,1,0,0,0,2.5,1,0,0,0
"How to Trade Forex like a Hedge Fund: Long FX Strategies",1,0,115,504,5,32,1,0,0,0,1.5,1,0,0,0
"Complete Short Financial Ratio Course for Financial Analysis",1,0,200,15,1,56,1,0,0,0,3,1,0,0,0
"How to Build Profitable FOREX Automated Trading Strategies!",1,0,200,358,8,21,1,0,0,0,2.5,1,0,0,0
"Stock Trading Strategies: Profitable Trading in 7 Days.",1,0,50,80,10,27,1,0,0,0,5.5,1,0,0,0
"Management Accounting A Complete Study",1,0,150,133,3,158,1,0,0,0,17.5,1,0,0,0
"Become a Career Day Trader: Asian-Pacific Futures Markets",1,0,20,207,8,30,1,0,0,0,3.5,1,0,0,0
"Equity Products",1,0,50,426,17,16,1,0,0,0,2.5,1,0,0,0
"Financial Accounting Part I - Passing the Class",1,0,20,45,10,47,0,1,0,0,4.5,1,0,0,0
"Accounting 102: Guide to Business Accounting",1,0,50,1280,1,27,0,0,1,0,8.5,1,0,0,0
"Monetizing Your Website: How to Add Cost-Per-Action (CPA) ",1,0,35,142,4,18,1,0,0,0,1,1,0,0,0
"Advanced Finance and Accounting for Startups",1,0,40,188,7,48,0,0,1,0,6.5,1,0,0,0
"Basics of Tax in India  (College Level)",1,0,20,718,5,28,1,0,0,0,2,1,0,0,0
"Trade for a Living",1,0,20,293,14,59,1,0,0,0,8,1,0,0,0
"Learn Stock Options: Options Made Simple 101",1,0,35,93,13,49,0,1,0,0,5,1,0,0,0
"Banking Credit Analysis Process (for Bankers)",1,0,180,894,62,241,0,1,0,0,17.5,1,0,0,0
"Professional Forex strategy",1,0,50,353,21,17,0,0,0,1,1.5,1,0,0,0
"A Beginners Guide to Technical Analysis of Stock Charts",1,0,40,829,78,50,0,1,0,0,8.5,1,0,0,0
"Get out of Debt - The Power of Using Compounding Interest",1,0,50,1195,3,7,1,0,0,0,2,1,0,0,0
"Day Trading - Learn to Day Trade / Swing Trade In One Hour.",1,0,95,335,25,29,1,0,0,0,1.5,1,0,0,0
"Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified",1,0,40,500,45,34,0,1,0,0,4,1,0,0,0
"Learn to Trade Forex Naked Price Action Wammie Trade",1,0,40,159,16,13,1,0,0,0,1,1,0,0,0
"Fixed Income Securities",1,0,50,739,54,24,1,0,0,0,4.5,1,0,0,0
"Financial Accounting Made Easy for All",1,0,20,87,22,86,1,0,0,0,4,1,0,0,0
"Ultimate Guide To Trading Engulfing Candlestick Strategy",1,0,200,185,36,25,1,0,0,0,2.5,1,0,0,0
"Learn Business Finance: Win more work as a Business Coach ",1,0,20,741,4,22,0,1,0,0,2,1,0,0,0
"Accounting for Depreciation (Collage Level)",1,0,20,576,1,14,1,0,0,0,1,1,0,0,0
"Revealed: Profitable Principles of Successful Traders ",1,0,25,1046,5,26,1,0,0,0,3,1,0,0,0
"Easy Market Profits: 3 Step Stock Investing Strategy",1,0,20,486,3,14,0,1,0,0,3,1,0,0,0
"Hedge Fund Trading Systems For Stocks - Part One",1,0,200,52,8,21,1,0,0,0,1.5,1,0,0,0
"Bonds For Beginners - A Guide To The Bond Markets",1,0,20,106,14,24,0,1,0,0,0.566666666666667,1,0,0,0
"Professional Risk Manager (PRM) Certification: Level 4",1,0,50,38,7,17,1,0,0,0,8,1,0,0,0
"Crowdfunding for Filmmakers",1,0,65,32,6,30,1,0,0,0,4,1,0,0,0
"How to Make IT Work Successfully in Capital Markets",1,0,50,171,8,21,0,1,0,0,3,1,0,0,0
"Introduction to Day Trading",1,0,50,79,5,36,0,1,0,0,1,1,0,0,0
"Life Coach Business Basics: Finance and Operations",1,0,195,397,4,54,1,0,0,0,3.5,1,0,0,0
"Learn How to Profit In Forex With Market Rhythms",1,0,20,85,5,17,1,0,0,0,1.5,1,0,0,0
"Optimizing investment to maximise your return",0,1,0,1696,22,11,1,0,0,0,0.633333333333333,1,0,0,0
"Investimento em Ações para Leigos",1,0,20,201,46,19,0,1,0,0,2.5,1,0,0,0
"Introducción a la Contabilidad",1,0,30,1235,31,15,0,1,0,0,2.5,1,0,0,0
"Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD",1,0,50,137,39,27,0,0,1,0,1.5,1,0,0,0
"Finanzielle Unabhängigkeit-2 Millionär werden mit Investment",1,0,20,384,37,18,0,0,1,0,0.716666666666667,1,0,0,0
"カードゲームでカンタンに理解する！経済とお金のキホン",1,0,20,103,3,18,0,1,0,0,1,1,0,0,0
"Contabilidad rápida y eficaz",1,0,40,379,60,60,1,0,0,0,2,1,0,0,0
"Introducción al trading de opciones",1,0,100,1573,122,43,0,1,0,0,5.5,1,0,0,0
"Aprenda a Investir seu Dinheiro",1,0,85,150,28,19,1,0,0,0,2.5,1,0,0,0
"Trader sur le Forex avec Ichimoku",1,0,90,48,12,18,0,1,0,0,2.5,1,0,0,0
"العلوم والمبادئ الأساسية للمهنة الإكتوارية",1,0,25,781,7,8,0,1,0,0,0.65,1,0,0,0
"トレーディングビュー徹底攻略2017年版",1,0,55,952,77,53,1,0,0,0,3,1,0,0,0
"Kostenrechnung lernen leicht gemacht",1,0,40,612,46,72,0,1,0,0,3,1,0,0,0
"MetaTrader4 Platform Training",0,1,0,1819,45,15,0,1,0,0,1.5,1,0,0,0
"Professional Bookkeeping & Accounting 1: Sales & Purchases",1,0,35,551,22,34,1,0,0,0,1.5,1,0,0,0
"Step by step guide to understand how business perform",1,0,20,788,3,15,0,0,1,0,0.633333333333333,1,0,0,0
"How to Grow your Small Business and not run out of Cash",1,0,25,408,3,16,0,1,0,0,1.5,1,0,0,0
"Finance for Non Finance Executives",1,0,180,944,44,187,0,1,0,0,13,1,0,0,0
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",1,0,20,323,30,11,0,0,1,0,0.616666666666667,1,0,0,0
"Innovators and innovation: Travel through time!",1,0,50,101,0,31,0,1,0,0,6,1,0,0,0
"Learn How to Trade The Stock Market",1,0,20,984,3,41,1,0,0,0,4,1,0,0,0
"How To Earn Some Bitcoin Every Time You Use A Search Engine",1,0,20,89,23,10,1,0,0,0,1,1,0,0,0
"Super Fast Accounting - the fastest way to do your books",1,0,25,129,21,8,0,1,0,0,0.566666666666667,1,0,0,0
"Financial Modeling and Valuation: Complete Beginner to Pro",1,0,50,249,46,28,1,0,0,0,5,1,0,0,0
"Learn to trade Chart Patterns",1,0,20,75,8,23,0,0,1,0,2,1,0,0,0
"Anatomy and Figure Drawing for Beginners",1,0,150,2252,240,111,0,1,0,0,21,0,1,0,0
"Illustrator CC MasterClass",1,0,95,462,50,86,1,0,0,0,12,0,1,0,0
"Typographic Logo Design in Illustrator - Beginners & Beyond",1,0,150,1720,40,27,1,0,0,0,1.5,0,1,0,0
"Adobe Illustrator T-Shirt Design for Merch by Amazon",1,0,20,390,44,15,1,0,0,0,1,0,1,0,0
"Logo Design in Adobe Illustrator - for Beginners & Beyond",1,0,200,4297,337,110,1,0,0,0,7.5,0,1,0,0
"Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing",1,0,200,1076,15,15,1,0,0,0,1,0,1,0,0
"Create Professional Looking Infographics With No Experience",1,0,180,9367,104,21,0,1,0,0,2,0,1,0,0
"Discover How to Draw and paint Comics",1,0,65,8901,424,85,1,0,0,0,62,0,1,0,0
"Typographic Logos: Typography and Lettering for Logo Design",1,0,25,4235,427,20,0,0,1,0,1.5,0,1,0,0
"Photoshop in Ease: Create World Amazing  Graphic Designs",1,0,20,14440,182,26,1,0,0,0,3,0,1,0,0
"Canva Graphics Design Essential Training For Everyone",1,0,200,12340,124,46,1,0,0,0,2.5,0,1,0,0
"Triangulated Bird: Origami Styled Bird in Adobe Illustrator",1,0,195,2027,11,9,0,0,1,0,0.5,0,1,0,0
"Illustrator Quick Tip：10分でKawaiiカメレオンを描こう",0,1,0,381,24,7,1,0,0,0,0.6,0,1,0,0
"Deinen Roman setzen mit PagePlus in 10 einfachen Schritten",0,1,0,69,6,25,1,0,0,0,3.5,0,1,0,0
"画像加工の初心者でも「１日」で初歩を覚えられる無料講座",0,1,0,21,0,18,0,1,0,0,1,0,1,0,0
"Graphic Design Bootcamp",1,0,200,15276,1740,65,0,1,0,0,8,0,1,0,0
"The Ultimate Drawing Course - Beginner to Advanced",1,0,150,26742,2379,62,0,1,0,0,11,0,1,0,0
"Ultimate Photoshop Training: From Beginner to Pro",1,0,200,5326,447,150,0,1,0,0,11.5,0,1,0,0
"Photoshop for Entrepreneurs - Design 11 Practical Projects",1,0,200,36288,737,63,1,0,0,0,5,0,1,0,0
"Anatomy for Figure Drawing: Mastering the Human Figure",1,0,95,15500,754,65,1,0,0,0,68.5,0,1,0,0
"Sketch 3 from A to Z: Become an App Designer",1,0,75,7282,1629,42,1,0,0,0,3.5,0,1,0,0
"How to Design a Logo - a Beginners Course",1,0,30,10875,650,41,1,0,0,0,2.5,0,1,0,0
"Logo Design Masterclass: Learn Logo Design + Illustrator",1,0,200,8196,479,85,1,0,0,0,6.5,0,1,0,0
"How to Draw and Sketch for Beginners",1,0,150,1360,175,79,0,1,0,0,9,0,1,0,0
"Graphic Design Masterclass: Learn Graphic Design in Projects",1,0,95,6858,382,41,0,1,0,0,3.5,0,1,0,0
"Canva Graphics Design for Entrepreneurs - Design 11 Projects",1,0,200,18303,202,54,1,0,0,0,3.5,0,1,0,0
"Vector Logo Design in Affinity Designer",1,0,150,1789,102,57,1,0,0,0,3,0,1,0,0
"How To Create A Low Poly Portrait With The Pen Tool",1,0,195,293,5,18,0,1,0,0,1,0,1,0,0
"Photo Editing in Photoshop - Beginner to Advanced in 1 Hour",1,0,20,662,5,21,0,1,0,0,1,0,1,0,0
"How to Create Kindle & Ebook Covers with Canva",1,0,30,1279,3,33,0,1,0,0,1.5,0,1,0,0
"How To Make Professional eBook Covers For FREE",1,0,20,1080,6,35,1,0,0,0,3,0,1,0,0
"Design Business Card in Photoshop: Earn Money by Doing It",1,0,50,120,10,29,0,1,0,0,3.5,0,1,0,0
"Learn to create beautiful web interfaces and logos",1,0,20,1085,76,10,1,0,0,0,1,0,1,0,0
"Illustrated Logo Design",1,0,25,447,2,10,0,0,1,0,1,0,1,0,0
"Color Basics for Print Designers",1,0,20,372,21,10,1,0,0,0,0.6,0,1,0,0
"Digital Photo Manipulation Art And Cover Design In PhotoShop",1,0,50,721,7,35,0,1,0,0,5,0,1,0,0
"Drawing Perspective For Beginners",1,0,150,736,50,44,1,0,0,0,7.5,0,1,0,0
"Adobe InDesign CC Advanced",1,0,30,114,24,50,0,0,0,1,3.5,0,1,0,0
"Intro to Photoshop for Merch by Amazon",1,0,25,331,24,9,0,1,0,0,1,0,1,0,0
"MicroStation - Células",1,0,20,0,0,9,0,1,0,0,0.616666666666667,0,1,0,0
"Photoshop - Creación de Efectos 2",1,0,30,0,0,9,0,1,0,0,1,0,1,0,0
"Como Criar Logos de Sucesso - Start Designer",1,0,25,0,0,29,0,1,0,0,6,0,1,0,0
"Super Textos con Photoshop",1,0,20,0,0,8,0,1,0,0,2,0,1,0,0
"Photoshop - Aprende a Transformar Imágenes",1,0,20,0,0,14,0,1,0,0,1,0,1,0,0
"Iníciate en Microstation",1,0,20,0,0,10,0,1,0,0,1,0,1,0,0
"Adobe Photoshop pentru Social Media",1,0,20,0,0,12,0,1,0,0,0.566666666666667,0,1,0,0
"Photoshop - Creación de Efectos",1,0,20,0,0,11,0,1,0,0,1,0,1,0,0
"Cómo crear maquetas con Adobe XD",0,1,0,217,2,21,0,1,0,0,3,0,1,0,0
"Aprenda Modelagem 3D com o 123D Design",0,1,0,334,26,27,0,1,0,0,1,0,1,0,0
"Ferramentas Visuais",0,1,0,817,42,18,0,1,0,0,5,0,1,0,0
"Adobe Indesign CC Başlangıç",0,1,0,637,21,22,0,1,0,0,2.5,0,1,0,0
"How to Doodle: Basics and Lettering",1,0,185,2358,28,12,1,0,0,0,1,0,1,0,0
"Mastering Photoshop CC 2017 - The Art of Design & Technology",1,0,20,3721,95,46,1,0,0,0,6.5,0,1,0,0
"Design a logo for FREE in Inkscape",1,0,100,1148,26,42,1,0,0,0,2,0,1,0,0
"Foundation Skills on Adobe Illustrator: Learn Fast!",1,0,50,2489,39,16,0,1,0,0,2,0,1,0,0
"How To Create Amazing Cinemagraphs with Microsoft PowerPoint",1,0,30,1782,18,10,0,1,0,0,1,0,1,0,0
"Canva : Graphic Design Theory Volume1",1,0,200,6975,122,29,1,0,0,0,2.5,0,1,0,0
"Master App Icon Design for iPhone (IOS) & Android Devices",1,0,25,9464,329,43,0,0,1,0,2,0,1,0,0
"Photoshop: How to create stunning collages",1,0,20,2044,17,15,0,1,0,0,1.5,0,1,0,0
"Mastering advance Photoshop",1,0,20,5787,40,21,0,0,1,0,2,0,1,0,0
"Logo Designing for Your Business in an Hour",1,0,20,25277,311,16,1,0,0,0,1,0,1,0,0
"DIY Design Professional Web Banners in Photoshop 4 Beginners",1,0,200,6944,30,24,0,1,0,0,1,0,1,0,0
"Photoshop CC for Beginners - A Comprehensive Crash Course",1,0,200,6028,205,20,0,1,0,0,2.5,0,1,0,0
"Teoria Basica del Arte. Como Pintar Ilustraciones Digitales",1,0,20,5104,437,26,0,1,0,0,1,0,1,0,0
"Illustrator CC para novatos: ¡desde cero hasta experto! ",1,0,150,2476,466,96,1,0,0,0,11,0,1,0,0
"Photoshop para novatos:  ¡desde cero hasta experto!",1,0,150,3000,470,134,1,0,0,0,12,0,1,0,0
"Diventa un professionista del Graphic Design",1,0,200,185,10,94,1,0,0,0,17.5,0,1,0,0
"Formação em Design Gráfico com Corel Draw Versões X8 / 2017.",1,0,45,418,85,71,0,1,0,0,11,0,1,0,0
"ABC do Photoshop CC",1,0,45,431,99,80,0,1,0,0,7.5,0,1,0,0
"Photoshop para iniciante - o básico",1,0,30,23,2,20,0,1,0,0,3,0,1,0,0
"Curso Online de Adobe Illustrator CC e CS6",1,0,80,126,18,119,1,0,0,0,13,0,1,0,0
"Photoshop & Illustrator CC Essentials in Arabic",0,1,0,3329,193,33,0,1,0,0,3.5,0,1,0,0
"Photoshop from Zero to Hero ( Arabic )",1,0,60,720,220,82,0,1,0,0,12.5,0,1,0,0
"Photoshop Essentials - Uma Introdução Detalhada",0,1,0,800,39,24,0,1,0,0,2.5,0,1,0,0
"Photoshop CC 2015 Top New Features",0,1,0,1477,3,13,1,0,0,0,0.65,0,1,0,0
"Expert Guide : Mastering Types feature in illustrator !",1,0,190,1552,11,27,1,0,0,0,2.5,0,1,0,0
"Cartoon Game Logo Design using Photoshop",1,0,20,1076,11,15,1,0,0,0,2.5,0,1,0,0
"Most Wanted Flat Design Techniques #2: Hipster Businessman",1,0,95,1016,5,25,0,0,1,0,1.5,0,1,0,0
"All-in-One Premium Design Course - Scratch to Pro+ Edition",1,0,200,919,57,56,1,0,0,0,5.5,0,1,0,0
"Typography 101: Picking the Right Fonts for Business Success",1,0,75,1224,10,15,0,1,0,0,1.5,0,1,0,0
"Editorial Illustration Tutorial: From Drawing to Photoshop",1,0,45,774,39,35,1,0,0,0,2.5,0,1,0,0
"Kindle eBook Cover Design and Book Illustration Guide",1,0,120,715,16,20,1,0,0,0,1,0,1,0,0
"Removing Backgrounds From Images using Adobe Photoshop",1,0,20,1768,20,14,1,0,0,0,0.683333333333333,0,1,0,0
"Graphic Design Secrets Revealed",1,0,95,2555,28,55,1,0,0,0,6,0,1,0,0
"Drawing in Perspective",1,0,25,426,63,28,1,0,0,0,3,0,1,0,0
"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",0,1,0,3108,27,28,0,1,0,0,2.5,0,1,0,0
"Adobe Illustrator For Beginners: Design A Typographic Logo",1,0,30,276,54,27,0,1,0,0,1.5,0,1,0,0
"Surface Pattern Design : Create Scandinavian Patterns",1,0,40,390,6,8,1,0,0,0,0.7,0,1,0,0
"Draw a realistic Fantail using pencil",0,1,0,6754,109,20,1,0,0,0,1,0,1,0,0
"How to design a business card on Photoshop (for beginners)",0,1,0,5086,197,12,0,1,0,0,1,0,1,0,0
"Make Flat Design Space Ships in 30 Minutes in Illustrator!",1,0,50,1146,41,5,0,1,0,0,0.55,0,1,0,0
